"Name","Directory","Length","LastWriteTime"
"llama-tokenize.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\llama_cpp_binaries\bin","59904","2025-08-27 8:19:39 PM"
"llama-tts.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\llama_cpp_binaries\bin","1317376","2025-08-27 8:19:39 PM"
"llama-vdot.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\llama_cpp_binaries\bin","25600","2025-08-27 8:19:39 PM"
"llama.dll","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\llama_cpp_binaries\bin","1587200","2025-08-27 8:19:39 PM"
"test-model-load-cancel.exe","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\llama_cpp_binaries\bin","11776","2025-08-27 8:19:39 PM"
"__main__.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\markdown","5838","2025-08-27 8:19:37 PM"
"__main__.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\markdown\__pycache__","5899","2025-08-27 8:19:37 PM"
"main.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\markdown_it","12732","2025-08-27 8:20:23 PM"
"balance_pairs.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\markdown_it\rules_inline","4852","2025-08-27 8:20:23 PM"
"balance_pairs.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\markdown_it\rules_inline\__pycache__","3327","2025-08-27 8:20:23 PM"
"main.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\markdown_it\__pycache__","18900","2025-08-27 8:20:23 PM"
"container.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\matplotlib","4565","2025-08-27 8:20:53 PM"
"container.pyi","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\matplotlib","1805","2025-08-27 8:20:53 PM"
"_constrained_layout.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\matplotlib","31485","2025-08-27 8:20:53 PM"
"backend_cairo.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\matplotlib\backends","18618","2025-08-27 8:20:53 PM"
"backend_gtk3cairo.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\matplotlib\backends","1392","2025-08-27 8:20:53 PM"
"backend_gtk4cairo.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\matplotlib\backends","1125","2025-08-27 8:20:53 PM"
"backend_qt5cairo.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\matplotlib\backends","292","2025-08-27 8:20:53 PM"
"backend_qtcairo.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\matplotlib\backends","1770","2025-08-27 8:20:53 PM"
"backend_tkcairo.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\matplotlib\backends","845","2025-08-27 8:20:53 PM"
"backend_wxcairo.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\matplotlib\backends","848","2025-08-27 8:20:53 PM"
"backend_cairo.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\matplotlib\backends\__pycache__","33042","2025-08-27 8:20:54 PM"
"backend_gtk3cairo.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\matplotlib\backends\__pycache__","2597","2025-08-27 8:20:54 PM"
"backend_gtk4cairo.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\matplotlib\backends\__pycache__","2491","2025-08-27 8:20:54 PM"
"backend_qt5cairo.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\matplotlib\backends\__pycache__","816","2025-08-27 8:20:55 PM"
"backend_qtcairo.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\matplotlib\backends\__pycache__","4014","2025-08-27 8:20:55 PM"
"backend_tkcairo.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\matplotlib\backends\__pycache__","2238","2025-08-27 8:20:55 PM"
"backend_wxcairo.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\matplotlib\backends\__pycache__","2100","2025-08-27 8:20:55 PM"
"test_backend_cairo.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\matplotlib\tests","1821","2025-08-27 8:20:53 PM"
"test_constrainedlayout.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\matplotlib\tests","24270","2025-08-27 8:20:53 PM"
"test_container.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\matplotlib\tests","694","2025-08-27 8:20:53 PM"
"test_backend_cairo.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\matplotlib\tests\__pycache__","2785","2025-08-27 8:20:57 PM"
"test_constrainedlayout.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\matplotlib\tests\__pycache__","48151","2025-08-27 8:20:57 PM"
"test_container.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\matplotlib\tests\__pycache__","2011","2025-08-27 8:20:57 PM"
"container.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\matplotlib\__pycache__","7350","2025-08-27 8:20:55 PM"
"_constrained_layout.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\matplotlib\__pycache__","35831","2025-08-27 8:20:54 PM"
"test_multiprocessing_main_handling.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\multiprocess\tests","12018","2025-08-27 8:20:22 PM"
"__main__.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\multiprocess\tests","888","2025-08-27 8:20:22 PM"
"test_multiprocessing_main_handling.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\multiprocess\tests\__pycache__","17924","2025-08-27 8:20:23 PM"
"__main__.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\multiprocess\tests\__pycache__","1423","2025-08-27 8:20:22 PM"
"chains.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\networkx\algorithms","6968","2025-08-27 8:13:04 PM"
"pairs.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\networkx\algorithms\assortativity","3401","2025-08-27 8:13:04 PM"
"test_pairs.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\networkx\algorithms\assortativity\tests","3008","2025-08-27 8:13:04 PM"
"test_pairs.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\networkx\algorithms\assortativity\tests\__pycache__","5932","2025-08-27 8:13:05 PM"
"pairs.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\networkx\algorithms\assortativity\__pycache__","4690","2025-08-27 8:13:05 PM"
"louvain.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\networkx\algorithms\community","15365","2025-08-27 8:13:04 PM"
"test_louvain.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\networkx\algorithms\community\tests","8071","2025-08-27 8:13:04 PM"
"test_louvain.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\networkx\algorithms\community\tests\__pycache__","14378","2025-08-27 8:13:07 PM"
"louvain.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\networkx\algorithms\community\__pycache__","19389","2025-08-27 8:13:07 PM"
"test_chains.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\networkx\algorithms\tests","4363","2025-08-27 8:13:04 PM"
"test_chains.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\networkx\algorithms\tests\__pycache__","7492","2025-08-27 8:13:09 PM"
"chains.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\networkx\algorithms\__pycache__","6494","2025-08-27 8:13:06 PM"
"algebraicconnectivity.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\networkx\linalg","21148","2025-08-27 8:13:05 PM"
"test_algebraic_connectivity.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\networkx\linalg\tests","13737","2025-08-27 8:13:05 PM"
"test_algebraic_connectivity.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\networkx\linalg\tests\__pycache__","25440","2025-08-27 8:13:12 PM"
"algebraicconnectivity.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\networkx\linalg\__pycache__","30470","2025-08-27 8:13:12 PM"
"__main__.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\numpy\f2py","135","2025-08-27 8:19:24 PM"
"__main__.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\numpy\f2py\__pycache__","309","2025-08-27 8:19:29 PM"
"test_contains.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pandas\tests\arrays\floating","204","2025-08-27 8:20:29 PM"
"test_contains.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pandas\tests\arrays\floating\__pycache__","809","2025-08-27 8:20:36 PM"
"test_chained_assignment_deprecation.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pandas\tests\copy_view","8226","2025-08-27 8:20:29 PM"
"test_timedeltaindex.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pandas\tests\copy_view\index","661","2025-08-27 8:20:29 PM"
"test_timedeltaindex.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pandas\tests\copy_view\index\__pycache__","1713","2025-08-27 8:20:37 PM"
"test_chained_assignment_deprecation.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pandas\tests\copy_view\__pycache__","16867","2025-08-27 8:20:37 PM"
"test_head_tail.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pandas\tests\frame\methods","1935","2025-08-27 8:20:29 PM"
"test_head_tail.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pandas\tests\frame\methods\__pycache__","5011","2025-08-27 8:20:39 PM"
"test_raises.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pandas\tests\groupby","23764","2025-08-27 8:20:29 PM"
"test_raises.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pandas\tests\groupby\__pycache__","26380","2025-08-27 8:20:41 PM"
"test_chaining_and_caching.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pandas\tests\indexing","23479","2025-08-27 8:20:29 PM"
"test_chaining_and_caching.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pandas\tests\indexing\multiindex","2922","2025-08-27 8:20:29 PM"
"test_chaining_and_caching.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pandas\tests\indexing\multiindex\__pycache__","5640","2025-08-27 8:20:44 PM"
"test_chaining_and_caching.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pandas\tests\indexing\__pycache__","43936","2025-08-27 8:20:44 PM"
"test_retain_attributes.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pandas\tests\io\pytables","2970","2025-08-27 8:20:29 PM"
"test_retain_attributes.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pandas\tests\io\pytables\__pycache__","5525","2025-08-27 8:20:46 PM"
"test_contains.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pandas\tests\scalar\interval","2354","2025-08-27 8:20:29 PM"
"test_contains.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pandas\tests\scalar\interval\__pycache__","4014","2025-08-27 8:20:48 PM"
"test_head_tail.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pandas\tests\series\methods","343","2025-08-27 8:20:29 PM"
"test_head_tail.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pandas\tests\series\methods\__pycache__","1040","2025-08-27 8:20:50 PM"
"test_pairwise.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pandas\tests\window","16141","2025-08-27 8:20:30 PM"
"test_pairwise.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pandas\tests\window\__pycache__","33148","2025-08-27 8:20:52 PM"
"mixed_model.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft","20305","2025-08-27 8:22:06 PM"
"peft_model.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft","156385","2025-08-27 8:22:06 PM"
"gptq.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\adalora","2701","2025-08-27 8:22:06 PM"
"model.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\adalora","16340","2025-08-27 8:22:06 PM"
"gptq.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\adalora\__pycache__","2804","2025-08-27 8:22:06 PM"
"model.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\adalora\__pycache__","18215","2025-08-27 8:22:06 PM"
"model.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\adaption_prompt","7541","2025-08-27 8:22:06 PM"
"model.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\adaption_prompt\__pycache__","8799","2025-08-27 8:22:06 PM"
"model.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\boft","14769","2025-08-27 8:22:06 PM"
"model.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\boft\__pycache__","18437","2025-08-27 8:22:06 PM"
"model.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\bone","13269","2025-08-27 8:22:06 PM"
"model.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\bone\__pycache__","17257","2025-08-27 8:22:06 PM"
"model.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\c3a","11710","2025-08-27 8:22:06 PM"
"model.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\c3a\__pycache__","15685","2025-08-27 8:22:06 PM"
"model.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\cpt","8405","2025-08-27 8:22:06 PM"
"model.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\cpt\__pycache__","11560","2025-08-27 8:22:07 PM"
"model.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\fourierft","14553","2025-08-27 8:22:06 PM"
"model.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\fourierft\__pycache__","18706","2025-08-27 8:22:07 PM"
"model.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\hra","13505","2025-08-27 8:22:06 PM"
"model.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\hra\__pycache__","17479","2025-08-27 8:22:07 PM"
"model.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\ia3","21267","2025-08-27 8:22:06 PM"
"model.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\ia3\__pycache__","27798","2025-08-27 8:22:07 PM"
"model.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\ln_tuning","8326","2025-08-27 8:22:06 PM"
"model.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\ln_tuning\__pycache__","11245","2025-08-27 8:22:07 PM"
"model.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\loha","4203","2025-08-27 8:22:06 PM"
"model.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\loha\__pycache__","4920","2025-08-27 8:22:07 PM"
"model.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\lokr","4330","2025-08-27 8:22:06 PM"
"model.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\lokr\__pycache__","5041","2025-08-27 8:22:07 PM"
"gptq.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\lora","5325","2025-08-27 8:22:06 PM"
"model.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\lora","43518","2025-08-27 8:22:06 PM"
"gptq.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\lora\__pycache__","5647","2025-08-27 8:22:07 PM"
"model.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\lora\__pycache__","49893","2025-08-27 8:22:07 PM"
"model.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\mixed","15211","2025-08-27 8:22:06 PM"
"model.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\mixed\__pycache__","21647","2025-08-27 8:22:07 PM"
"model.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\multitask_prompt_tuning","4915","2025-08-27 8:22:06 PM"
"model.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\multitask_prompt_tuning\__pycache__","4849","2025-08-27 8:22:07 PM"
"gptq.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\oft","3971","2025-08-27 8:22:06 PM"
"model.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\oft","17613","2025-08-27 8:22:06 PM"
"gptq.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\oft\__pycache__","4525","2025-08-27 8:22:07 PM"
"model.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\oft\__pycache__","21475","2025-08-27 8:22:07 PM"
"model.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\poly","6910","2025-08-27 8:22:06 PM"
"model.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\poly\__pycache__","10631","2025-08-27 8:22:08 PM"
"model.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\prefix_tuning","3007","2025-08-27 8:22:06 PM"
"model.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\prefix_tuning\__pycache__","3364","2025-08-27 8:22:08 PM"
"model.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\prompt_tuning","3747","2025-08-27 8:22:06 PM"
"model.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\prompt_tuning\__pycache__","4477","2025-08-27 8:22:08 PM"
"model.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\p_tuning","5575","2025-08-27 8:22:06 PM"
"model.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\p_tuning\__pycache__","6075","2025-08-27 8:22:07 PM"
"model.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\randlora","24335","2025-08-27 8:22:06 PM"
"model.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\randlora\__pycache__","29322","2025-08-27 8:22:08 PM"
"model.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\trainable_tokens","11860","2025-08-27 8:22:06 PM"
"model.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\trainable_tokens\__pycache__","15094","2025-08-27 8:22:08 PM"
"model.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\vblora","18643","2025-08-27 8:22:06 PM"
"model.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\vblora\__pycache__","22751","2025-08-27 8:22:08 PM"
"model.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\vera","20668","2025-08-27 8:22:06 PM"
"model.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\vera\__pycache__","25750","2025-08-27 8:22:08 PM"
"model.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\xlora","20572","2025-08-27 8:22:06 PM"
"model.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\tuners\xlora\__pycache__","22697","2025-08-27 8:22:08 PM"
"mixed_model.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\__pycache__","24329","2025-08-27 8:22:06 PM"
"peft_model.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\peft\__pycache__","154460","2025-08-27 8:22:06 PM"
"ContainerIO.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\PIL","3302","2025-08-27 8:19:22 PM"
"TgaImagePlugin.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\PIL","7204","2025-08-27 8:19:22 PM"
"__main__.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\PIL","140","2025-08-27 8:19:22 PM"
"ContainerIO.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\PIL\__pycache__","4531","2025-08-27 8:19:22 PM"
"TgaImagePlugin.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\PIL\__pycache__","8612","2025-08-27 8:19:24 PM"
"__main__.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\PIL\__pycache__","455","2025-08-27 8:19:24 PM"
"__main__.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pip","854","2025-07-30 9:22:50 PM"
"main.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pip\_internal","338","2025-07-30 9:22:50 PM"
"main.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pip\_internal\cli","2815","2025-07-30 9:22:50 PM"
"main_parser.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pip\_internal\cli","4329","2025-07-30 9:22:50 PM"
"main.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pip\_internal\cli\__pycache__","2502","2025-08-27 7:27:20 PM"
"main_parser.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pip\_internal\cli\__pycache__","5418","2025-08-27 7:27:18 PM"
"main.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pip\_internal\__pycache__","680","2025-08-27 7:27:23 PM"
"__main__.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pip\_vendor\certifi","255","2025-07-30 9:22:50 PM"
"__main__.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pip\_vendor\certifi\__pycache__","701","2025-08-27 7:27:21 PM"
"__main__.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pip\_vendor\dependency_groups","1709","2025-07-30 9:22:50 PM"
"__main__.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pip\_vendor\dependency_groups\__pycache__","3075","2025-08-27 7:27:22 PM"
"__main__.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pip\_vendor\distro","64","2025-07-30 9:22:50 PM"
"__main__.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pip\_vendor\distro\__pycache__","290","2025-08-27 7:27:19 PM"
"__main__.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pip\_vendor\platformdirs","1505","2025-07-30 9:22:50 PM"
"__main__.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pip\_vendor\platformdirs\__pycache__","2257","2025-08-27 7:27:15 PM"
"modeline.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pip\_vendor\pygments","1005","2025-07-30 9:22:50 PM"
"__main__.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\pip\_vendor\pygments","353","2025-07-30 9:22:50 PM"
